article_id,status,category,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,protected_intent_conflict,requires_sources,source_notes,internal_link_targets,commercial_link_target,author,planned_date,score,quality_status,last_checked,published_date,notes,batch_id
KN-0026,PLANNED,Kinh nghiệm,kinh nghiệm đề xe và giữ thăng bằng với yamaha sirius,kinh nghiệm đề xe và giữ thăng bằng với yamaha sirius,informational,Kinh nghiệm đề xe và giữ thăng bằng với Yamaha Sirius,kn-0026-kinh-nghiem-de-xe-va-giu-thang-bang-voi-yamaha-sirius,cam-nang/kinh-nghiem/kn-0026-kinh-nghiem-de-xe-va-giu-thang-bang-voi-yamaha-sirius.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-11,,,,,,BATCH-004
AT-0026,PLANNED,An toàn,lỗi dừng đỗ xe máy sai quy định ở đô thị,lỗi dừng đỗ xe máy sai quy định ở đô thị,informational,Lỗi dừng đỗ xe máy sai quy định ở đô thị,at-0026-loi-dung-do-xe-may-sai-quy-dinh-o-do-thi,cam-nang/an-toan/at-0026-loi-dung-do-xe-may-sai-quy-dinh-o-do-thi.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-12,,,,,,BATCH-004
XM-0026,PLANNED,Xe máy,khi nào cần kiểm tra giảm xóc trên yamaha sirius,khi nào cần kiểm tra giảm xóc trên yamaha sirius,informational,Khi nào cần kiểm tra giảm xóc trên Yamaha Sirius,xm-0026-khi-nao-can-kiem-tra-giam-xoc-tren-yamaha-sirius,cam-nang/xe-may/xm-0026-khi-nao-can-kiem-tra-giam-xoc-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-13,,,,,,BATCH-004
DL-0026,PLANNED,Du lịch,sáng sớm hay chiều muộn đến bảo tàng dân tộc học việt nam đẹp hơn,sáng sớm hay chiều muộn đến bảo tàng dân tộc học việt nam đẹp hơn,informational,Sáng sớm hay chiều muộn đến Bảo tàng Dân tộc học Việt Nam đẹp hơn,dl-0026-sang-som-hay-chieu-muon-den-bao-tang-dan-toc-hoc-viet-nam-de,cam-nang/du-lich/dl-0026-sang-som-hay-chieu-muon-den-bao-tang-dan-toc-hoc-viet-nam-de.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-14,,,,,,BATCH-004
CD-0026,PLANNED,Cung đường,chuyến mai châu hai ngày: xuất phát và nghỉ ở đâu,chuyến mai châu hai ngày: xuất phát và nghỉ ở đâu,informational,Chuyến Mai Châu hai ngày: xuất phát và nghỉ ở đâu,cd-0026-chuyen-mai-chau-hai-ngay-xuat-phat-va-nghi-o-dau,cam-nang/cung-duong/cd-0026-chuyen-mai-chau-hai-ngay-xuat-phat-va-nghi-o-dau.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-15,,,,,,BATCH-004
HD-0026,PLANNED,Hỏi đáp,phạt nguội gồm những lỗi xe máy nào,phạt nguội gồm những lỗi xe máy nào,informational,Phạt nguội gồm những lỗi xe máy nào,hd-0026-phat-nguoi-gom-nhung-loi-xe-may-nao,cam-nang/hoi-dap/hd-0026-phat-nguoi-gom-nhung-loi-xe-may-nao.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-16,,,,,,BATCH-004
KN-0027,PLANNED,Kinh nghiệm,chạy yamaha sirius trong giờ tan tầm ở hà nội nên lưu ý gì,chạy yamaha sirius trong giờ tan tầm ở hà nội nên lưu ý gì,informational,Chạy Yamaha Sirius trong giờ tan tầm ở Hà Nội nên lưu ý gì,kn-0027-chay-yamaha-sirius-trong-gio-tan-tam-o-ha-noi-nen-luu-y-gi,cam-nang/kinh-nghiem/kn-0027-chay-yamaha-sirius-trong-gio-tan-tam-o-ha-noi-nen-luu-y-gi.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-17,,,,,,BATCH-004
AT-0027,PLANNED,An toàn,xe máy không đăng ký bị xử lý thế nào,xe máy không đăng ký bị xử lý thế nào,informational,Xe máy không đăng ký bị xử lý thế nào,at-0027-xe-may-khong-dang-ky-bi-xu-ly-the-nao,cam-nang/an-toan/at-0027-xe-may-khong-dang-ky-bi-xu-ly-the-nao.html,antoan.html,no,false,Không bắt buộc nguồn chính thức,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-18,,,,,,BATCH-004
XM-0027,PLANNED,Xe máy,dấu hiệu ắc quy gặp vấn đề trên yamaha sirius,dấu hiệu ắc quy gặp vấn đề trên yamaha sirius,informational,Dấu hiệu ắc quy gặp vấn đề trên Yamaha Sirius,xm-0027-dau-hieu-ac-quy-gap-van-de-tren-yamaha-sirius,cam-nang/xe-may/xm-0027-dau-hieu-ac-quy-gap-van-de-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-19,,,,,,BATCH-004
DL-0027,PLANNED,Du lịch,quán ăn gần bãi xe ở bảo tàng dân tộc học việt nam,quán ăn gần bãi xe ở bảo tàng dân tộc học việt nam,informational,Quán ăn gần bãi xe ở Bảo tàng Dân tộc học Việt Nam,dl-0027-quan-an-gan-bai-xe-o-bao-tang-dan-toc-hoc-viet-nam,cam-nang/du-lich/dl-0027-quan-an-gan-bai-xe-o-bao-tang-dan-toc-hoc-viet-nam.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-20,,,,,,BATCH-004
CD-0027,PLANNED,Cung đường,đường đến mai châu nên dừng ở đâu để chụp ảnh,đường đến mai châu nên dừng ở đâu để chụp ảnh,informational,Đường đến Mai Châu nên dừng ở đâu để chụp ảnh,cd-0027-duong-den-mai-chau-nen-dung-o-dau-de-chup-anh,cam-nang/cung-duong/cd-0027-duong-den-mai-chau-nen-dung-o-dau-de-chup-anh.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-21,,,,,,BATCH-004
HD-0027,PLANNED,Hỏi đáp,nồng độ cồn bao nhiêu là bị xử phạt với xe máy,nồng độ cồn bao nhiêu là bị xử phạt với xe máy,informational,Nồng độ cồn bao nhiêu là bị xử phạt với xe máy,hd-0027-nong-do-con-bao-nhieu-la-bi-xu-phat-voi-xe-may,cam-nang/hoi-dap/hd-0027-nong-do-con-bao-nhieu-la-bi-xu-phat-voi-xe-may.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-22,,,,,,BATCH-004
KN-0028,PLANNED,Kinh nghiệm,kinh nghiệm chở đồ du lịch trên yamaha sirius,kinh nghiệm chở đồ du lịch trên yamaha sirius,informational,Kinh nghiệm chở đồ du lịch trên Yamaha Sirius,kn-0028-kinh-nghiem-cho-do-du-lich-tren-yamaha-sirius,cam-nang/kinh-nghiem/kn-0028-kinh-nghiem-cho-do-du-lich-tren-yamaha-sirius.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-23,,,,,,BATCH-004
AT-0028,PLANNED,An toàn,kiểm tra xe máy đã bị phạt nguội ở đâu,kiểm tra xe máy đã bị phạt nguội ở đâu,informational,Kiểm tra xe máy đã bị phạt nguội ở đâu,at-0028-kiem-tra-xe-may-da-bi-phat-nguoi-o-dau,cam-nang/an-toan/at-0028-kiem-tra-xe-may-da-bi-phat-nguoi-o-dau.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-24,,,,,,BATCH-004
XM-0028,PLANNED,Xe máy,bảo dưỡng dây xích của yamaha sirius đúng cách,bảo dưỡng dây xích của yamaha sirius đúng cách,informational,Bảo dưỡng dây xích của Yamaha Sirius đúng cách,xm-0028-bao-duong-day-xich-cua-yamaha-sirius-dung-cach,cam-nang/xe-may/xm-0028-bao-duong-day-xich-cua-yamaha-sirius-dung-cach.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-25,,,,,,BATCH-004
DL-0028,PLANNED,Du lịch,chụp ảnh đoàn xe ở bảo tàng dân tộc học việt nam ở đâu đẹp,chụp ảnh đoàn xe ở bảo tàng dân tộc học việt nam ở đâu đẹp,informational,Chụp ảnh đoàn xe ở Bảo tàng Dân tộc học Việt Nam ở đâu đẹp,dl-0028-chup-anh-doan-xe-o-bao-tang-dan-toc-hoc-viet-nam-o-dau-dep,cam-nang/du-lich/dl-0028-chup-anh-doan-xe-o-bao-tang-dan-toc-hoc-viet-nam-o-dau-dep.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-26,,,,,,BATCH-004
CD-0028,PLANNED,Cung đường,cung đường vòng qua mộc châu có gì khác,cung đường vòng qua mộc châu có gì khác,informational,Cung đường vòng qua Mộc Châu có gì khác,cd-0028-cung-duong-vong-qua-moc-chau-co-gi-khac,cam-nang/cung-duong/cd-0028-cung-duong-vong-qua-moc-chau-co-gi-khac.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-27,,,,,,BATCH-004
HD-0028,PLANNED,Hỏi đáp,xe máy có được đi vào đường cao tốc không,xe máy có được đi vào đường cao tốc không,informational,Xe máy có được đi vào đường cao tốc không,hd-0028-xe-may-co-duoc-di-vao-duong-cao-toc-khong,cam-nang/hoi-dap/hd-0028-xe-may-co-duoc-di-vao-duong-cao-toc-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-28,,,,,,BATCH-004
KN-0029,PLANNED,Kinh nghiệm,yamaha sirius có thích hợp chạy đường đèo không,yamaha sirius có thích hợp chạy đường đèo không,informational,Yamaha Sirius có thích hợp chạy đường đèo không,kn-0029-yamaha-sirius-co-thich-hop-chay-duong-deo-khong,cam-nang/kinh-nghiem/kn-0029-yamaha-sirius-co-thich-hop-chay-duong-deo-khong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-01,,,,,,BATCH-004
AT-0029,PLANNED,An toàn,cách nộp phạt nguội cho xe máy,cách nộp phạt nguội cho xe máy,informational,Cách nộp phạt nguội cho xe máy,at-0029-cach-nop-phat-nguoi-cho-xe-may,cam-nang/an-toan/at-0029-cach-nop-phat-nguoi-cho-xe-may.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-02,,,,,,BATCH-004
XM-0029,PLANNED,Xe máy,khi nào cần kiểm tra đèn hậu trên yamaha sirius,khi nào cần kiểm tra đèn hậu trên yamaha sirius,informational,Khi nào cần kiểm tra đèn hậu trên Yamaha Sirius,xm-0029-khi-nao-can-kiem-tra-den-hau-tren-yamaha-sirius,cam-nang/xe-may/xm-0029-khi-nao-can-kiem-tra-den-hau-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-03,,,,,,BATCH-004
DL-0029,PLANNED,Du lịch,đi xe máy đến bảo tàng lịch sử quân sự việt nam có khó tìm đường không,đi xe máy đến bảo tàng lịch sử quân sự việt nam có khó tìm đường không,informational,Đi xe máy đến Bảo tàng Lịch sử quân sự Việt Nam có khó tìm đường không,dl-0029-di-xe-may-den-bao-tang-lich-su-quan-su-viet-nam-co-kho-tim-d,cam-nang/du-lich/dl-0029-di-xe-may-den-bao-tang-lich-su-quan-su-viet-nam-co-kho-tim-d.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-04,,,,,,BATCH-004
CD-0029,PLANNED,Cung đường,lịch trình mộc châu dành cho nhóm đi phượt,lịch trình mộc châu dành cho nhóm đi phượt,informational,Lịch trình Mộc Châu dành cho nhóm đi phượt,cd-0029-lich-trinh-moc-chau-danh-cho-nhom-di-phuot,cam-nang/cung-duong/cd-0029-lich-trinh-moc-chau-danh-cho-nhom-di-phuot.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-05,,,,,,BATCH-004
HD-0029,PLANNED,Hỏi đáp,xe máy đi vào hầm đường bộ được phép không,xe máy đi vào hầm đường bộ được phép không,informational,Xe máy đi vào hầm đường bộ được phép không,hd-0029-xe-may-di-vao-ham-duong-bo-duoc-phep-khong,cam-nang/hoi-dap/hd-0029-xe-may-di-vao-ham-duong-bo-duoc-phep-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-06,,,,,,BATCH-004
KN-0030,PLANNED,Kinh nghiệm,cách điều chỉnh gương và yên khi chạy yamaha sirius,cách điều chỉnh gương và yên khi chạy yamaha sirius,informational,Cách điều chỉnh gương và yên khi chạy Yamaha Sirius,kn-0030-cach-dieu-chinh-guong-va-yen-khi-chay-yamaha-sirius,cam-nang/kinh-nghiem/kn-0030-cach-dieu-chinh-guong-va-yen-khi-chay-yamaha-sirius.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-07,,,,,,BATCH-004
AT-0030,PLANNED,An toàn,xe thuê bị phạt nguội thì ai chịu trách nhiệm,xe thuê bị phạt nguội thì ai chịu trách nhiệm,informational,Xe thuê bị phạt nguội thì ai chịu trách nhiệm,at-0030-xe-thue-bi-phat-nguoi-thi-ai-chiu-trach-nhiem,cam-nang/an-toan/at-0030-xe-thue-bi-phat-nguoi-thi-ai-chiu-trach-nhiem.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-08,,,,,,BATCH-004
XM-0030,PLANNED,Xe máy,dấu hiệu gương gặp vấn đề trên yamaha sirius,dấu hiệu gương gặp vấn đề trên yamaha sirius,informational,Dấu hiệu gương gặp vấn đề trên Yamaha Sirius,xm-0030-dau-hieu-guong-gap-van-de-tren-yamaha-sirius,cam-nang/xe-may/xm-0030-dau-hieu-guong-gap-van-de-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-09,,,,,,BATCH-004
DL-0030,PLANNED,Du lịch,dịp lễ đến bảo tàng lịch sử quân sự việt nam có đông người không,dịp lễ đến bảo tàng lịch sử quân sự việt nam có đông người không,informational,Dịp lễ đến Bảo tàng Lịch sử quân sự Việt Nam có đông người không,dl-0030-dip-le-den-bao-tang-lich-su-quan-su-viet-nam-co-dong-nguoi-k,cam-nang/du-lich/dl-0030-dip-le-den-bao-tang-lich-su-quan-su-viet-nam-co-dong-nguoi-k.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-10,,,,,,BATCH-004
CD-0030,PLANNED,Cung đường,điểm dừng trưa trên đường đi mộc châu,điểm dừng trưa trên đường đi mộc châu,informational,Điểm dừng trưa trên đường đi Mộc Châu,cd-0030-diem-dung-trua-tren-duong-di-moc-chau,cam-nang/cung-duong/cd-0030-diem-dung-trua-tren-duong-di-moc-chau.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-11,,,,,,BATCH-004
HD-0030,PLANNED,Hỏi đáp,trẻ em ngồi trước xe máy có được không,trẻ em ngồi trước xe máy có được không,informational,Trẻ em ngồi trước xe máy có được không,hd-0030-tre-em-ngoi-truoc-xe-may-co-duoc-khong,cam-nang/hoi-dap/hd-0030-tre-em-ngoi-truoc-xe-may-co-duoc-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-12,,,,,,BATCH-004
KN-0031,PLANNED,Kinh nghiệm,kinh nghiệm chụp ảnh lại tình trạng yamaha sirius khi thuê,kinh nghiệm chụp ảnh lại tình trạng yamaha sirius khi thuê,informational,Kinh nghiệm chụp ảnh lại tình trạng Yamaha Sirius khi thuê,kn-0031-kinh-nghiem-chup-anh-lai-tinh-trang-yamaha-sirius-khi-thue,cam-nang/kinh-nghiem/kn-0031-kinh-nghiem-chup-anh-lai-tinh-trang-yamaha-sirius-khi-thue.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-13,,,,,,BATCH-004
AT-0031,PLANNED,An toàn,quy định lắp thêm phụ kiện cho xe máy,quy định lắp thêm phụ kiện cho xe máy,informational,Quy định lắp thêm phụ kiện cho xe máy,at-0031-quy-dinh-lap-them-phu-kien-cho-xe-may,cam-nang/an-toan/at-0031-quy-dinh-lap-them-phu-kien-cho-xe-may.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-14,,,,,,BATCH-004
XM-0031,PLANNED,Xe máy,cách kiểm tra bình xăng trên yamaha sirius,cách kiểm tra bình xăng trên yamaha sirius,informational,Cách kiểm tra bình xăng trên Yamaha Sirius,xm-0031-cach-kiem-tra-binh-xang-tren-yamaha-sirius,cam-nang/xe-may/xm-0031-cach-kiem-tra-binh-xang-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-15,,,,,,BATCH-004
DL-0031,PLANNED,Du lịch,đồ ăn vặt đường phố ở bảo tàng lịch sử quân sự việt nam thế nào,đồ ăn vặt đường phố ở bảo tàng lịch sử quân sự việt nam thế nào,informational,Đồ ăn vặt đường phố ở Bảo tàng Lịch sử quân sự Việt Nam thế nào,dl-0031-do-an-vat-duong-pho-o-bao-tang-lich-su-quan-su-viet-nam-the,cam-nang/du-lich/dl-0031-do-an-vat-duong-pho-o-bao-tang-lich-su-quan-su-viet-nam-the.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-16,,,,,,BATCH-004
CD-0031,PLANNED,Cung đường,cung đường đi xe máy từ hà nội đến thành phố sơn la,cung đường đi xe máy từ hà nội đến thành phố sơn la,informational,Cung đường đi xe máy từ Hà Nội đến Thành phố Sơn La,cd-0031-cung-duong-di-xe-may-tu-ha-noi-den-thanh-pho-son-la,cam-nang/cung-duong/cd-0031-cung-duong-di-xe-may-tu-ha-noi-den-thanh-pho-son-la.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-17,,,,,,BATCH-004
HD-0031,PLANNED,Hỏi đáp,công an kiểm tra giấy tờ gồm những loại nào,công an kiểm tra giấy tờ gồm những loại nào,informational,Công an kiểm tra giấy tờ gồm những loại nào,hd-0031-cong-an-kiem-tra-giay-to-gom-nhung-loai-nao,cam-nang/hoi-dap/hd-0031-cong-an-kiem-tra-giay-to-gom-nhung-loai-nao.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-18,,,,,,BATCH-004
KN-0032,PLANNED,Kinh nghiệm,khi nào nên chọn yamaha sirius thay vì các xe khác,khi nào nên chọn yamaha sirius thay vì các xe khác,informational,Khi nào nên chọn Yamaha Sirius thay vì các xe khác,kn-0032-khi-nao-nen-chon-yamaha-sirius-thay-vi-cac-xe-khac,cam-nang/kinh-nghiem/kn-0032-khi-nao-nen-chon-yamaha-sirius-thay-vi-cac-xe-khac.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-19,,,,,,BATCH-004
AT-0032,PLANNED,An toàn,xe máy chạy trên vỉa hè bị phạt như thế nào,xe máy chạy trên vỉa hè bị phạt như thế nào,informational,Xe máy chạy trên vỉa hè bị phạt như thế nào,at-0032-xe-may-chay-tren-via-he-bi-phat-nhu-the-nao,cam-nang/an-toan/at-0032-xe-may-chay-tren-via-he-bi-phat-nhu-the-nao.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-20,,,,,,BATCH-004
